src,relation,dst,extra_json
function:spank_chain_payment.initVCstate,callsBuiltin,builtin:abi.encodePacked(),"{""_layers"": [""stage4_control""], ""src_label"": ""initVCstate"", ""dst_label"": ""abi.encodePacked()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.settleVC,callsBuiltin,builtin:keccak256(),"{""_layers"": [""stage4_control""], ""src_label"": ""settleVC"", ""dst_label"": ""keccak256()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.LCOpenTimeout,callsBuiltin,"builtin:require(bool,string)","{""_layers"": [""stage4_control""], ""src_label"": ""LCOpenTimeout"", ""dst_label"": ""require(bool,string)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.byzantineCloseChannel,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""byzantineCloseChannel"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.initVCstate,callsBuiltin,builtin:keccak256(),"{""_layers"": [""stage4_control""], ""src_label"": ""initVCstate"", ""dst_label"": ""keccak256()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment._isContained,callsBuiltin,builtin:abi.encodePacked(),"{""_layers"": [""stage4_control""], ""src_label"": ""_isContained"", ""dst_label"": ""abi.encodePacked()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.consensusCloseChannel,callsBuiltin,builtin:abi.encodePacked(),"{""_layers"": [""stage4_control""], ""src_label"": ""consensusCloseChannel"", ""dst_label"": ""abi.encodePacked()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.updateLCstate,callsBuiltin,builtin:require(bool),"{""_layers"": [""stage4_control""], ""src_label"": ""updateLCstate"", ""dst_label"": ""require(bool)"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
function:spank_chain_payment.updateLCstate,callsBuiltin,builtin:keccak256(),"{""_layers"": [""stage4_control""], ""src_label"": ""updateLCstate"", ""dst_label"": ""keccak256()"", ""callgraph_file"": ""D:\\learning\\MSPE-CKG\\graph_output\\spank_chain_payment\\call-graph__spank_chain_payment.sol.LedgerChannel.call-graph.dot""}"
externalcallsite:spank_chain_payment.consensusCloseChannel.15,abstractsCall,externalcall:spank_chain_payment.consensusCloseChannel.15,"{""_layers"": [""stage5_highlevel""], ""function"": ""consensusCloseChannel""}"
externalcallsite:spank_chain_payment.consensusCloseChannel.16,abstractsCall,externalcall:spank_chain_payment.consensusCloseChannel.16,"{""_layers"": [""stage5_highlevel""], ""function"": ""consensusCloseChannel""}"
externalcallsite:spank_chain_payment.createChannel.12,abstractsCall,externalcall:spank_chain_payment.createChannel.12,"{""_layers"": [""stage5_highlevel""], ""function"": ""createChannel""}"
externalcallsite:spank_chain_payment.deposit.5,abstractsCall,externalcall:spank_chain_payment.deposit.5,"{""_layers"": [""stage5_highlevel""], ""function"": ""deposit""}"
criticalwrite:spank_chain_payment.deposit.6.Channels,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.deposit.6.Channels,abstractsStateWrite,statewrite:spank_chain_payment.deposit.6,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.deposit.8.Channels,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.deposit.8.Channels,abstractsStateWrite,statewrite:spank_chain_payment.deposit.8,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.deposit.14.Channels,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.deposit.14.Channels,abstractsStateWrite,statewrite:spank_chain_payment.deposit.14,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.deposit.16.Channels,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.deposit.16.Channels,abstractsStateWrite,statewrite:spank_chain_payment.deposit.16,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
stateguard:spank_chain_payment.deposit.require.1,derivedFrom,require:spank_chain_payment.deposit.1.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.deposit.require.2,derivedFrom,require:spank_chain_payment.deposit.2.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.deposit.require.3,derivedFrom,require:spank_chain_payment.deposit.3.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.deposit.require.4,derivedFrom,require:spank_chain_payment.deposit.4.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.deposit.read.5.Channels,derivedFrom,stateread:spank_chain_payment.deposit.1.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.5.Channels,derivedFrom,stateread:spank_chain_payment.deposit.2.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.5.Channels,derivedFrom,stateread:spank_chain_payment.deposit.2.3,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.5.Channels,derivedFrom,stateread:spank_chain_payment.deposit.3.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
callbeforeeffect:spank_chain_payment.deposit.5.Channels,hasExternalCall,externalcallsite:spank_chain_payment.deposit.5,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
callbeforeeffect:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.6.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
callbeforeeffect:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.8.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
callbeforeeffect:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.14.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
callbeforeeffect:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.16.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,hasCallBeforeEffect,callbeforeeffect:spank_chain_payment.deposit.5.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,hasExternalCall,externalcallsite:spank_chain_payment.deposit.5,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.6.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.8.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.14.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.16.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.1,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.2,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.3,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.4,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,guardedBy,stateguard:spank_chain_payment.deposit.read.5.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,candidateInFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.5.Channels,candidateTargetsState,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
externalcallsite:spank_chain_payment.deposit.13,abstractsCall,externalcall:spank_chain_payment.deposit.13,"{""_layers"": [""stage5_highlevel""], ""function"": ""deposit""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.1.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.2.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.2.3,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.3.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.5.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.6.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.8.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.deposit.read.13.Channels,derivedFrom,stateread:spank_chain_payment.deposit.11.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
callbeforeeffect:spank_chain_payment.deposit.13.Channels,hasExternalCall,externalcallsite:spank_chain_payment.deposit.13,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
callbeforeeffect:spank_chain_payment.deposit.13.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.14.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
callbeforeeffect:spank_chain_payment.deposit.13.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.16.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,hasCallBeforeEffect,callbeforeeffect:spank_chain_payment.deposit.13.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,hasExternalCall,externalcallsite:spank_chain_payment.deposit.13,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.14.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,hasCriticalWrite,criticalwrite:spank_chain_payment.deposit.16.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.1,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.2,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.3,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,guardedBy,stateguard:spank_chain_payment.deposit.require.4,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,guardedBy,stateguard:spank_chain_payment.deposit.read.13.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,candidateInFunction,function:spank_chain_payment.deposit,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
reentrancycandidate:spank_chain_payment.deposit.13.Channels,candidateTargetsState,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
externalcallsite:spank_chain_payment.joinChannel.8,abstractsCall,externalcall:spank_chain_payment.joinChannel.8,"{""_layers"": [""stage5_highlevel""], ""function"": ""joinChannel""}"
criticalwrite:spank_chain_payment.joinChannel.11.Channels,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.joinChannel.11.Channels,abstractsStateWrite,statewrite:spank_chain_payment.joinChannel.11,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.joinChannel.12.Channels,targetsStateVar,statevar:spank_chain_payment.Channels,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
criticalwrite:spank_chain_payment.joinChannel.12.Channels,abstractsStateWrite,statewrite:spank_chain_payment.joinChannel.12,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
stateguard:spank_chain_payment.joinChannel.require.1,derivedFrom,require:spank_chain_payment.joinChannel.1.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.joinChannel.require.2,derivedFrom,require:spank_chain_payment.joinChannel.2.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.joinChannel.require.3,derivedFrom,require:spank_chain_payment.joinChannel.3.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.joinChannel.require.4,derivedFrom,require:spank_chain_payment.joinChannel.4.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""require""}"
stateguard:spank_chain_payment.joinChannel.read.8.Channels,derivedFrom,stateread:spank_chain_payment.joinChannel.1.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.joinChannel.read.8.Channels,derivedFrom,stateread:spank_chain_payment.joinChannel.2.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
stateguard:spank_chain_payment.joinChannel.read.8.Channels,derivedFrom,stateread:spank_chain_payment.joinChannel.5.1,"{""_layers"": [""stage5_highlevel""], ""guard_kind"": ""pre_call_state_read""}"
callbeforeeffect:spank_chain_payment.joinChannel.8.Channels,hasExternalCall,externalcallsite:spank_chain_payment.joinChannel.8,"{""_layers"": [""stage5_highlevel""], ""state_var"": ""Channels""}"
